,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
1104,ronald solomon,ohio state university,,,1971.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,865.0,False
1105,illya serdyuk,,,,,B Only,man,,,,,,,,,False,,False
1106,matthew snyder,kent state university,,,,B Only,man,highered,domesticr2,lessri,,,,,,False,,False
1107,svetlana jitomirskaya,university of california irvine,2957.0,29.0,1981.0,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1240.0,False
1108,willard miller,university of minnesota,,,1963.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1431.0,False
1109,anton gorodetski,university of california irvine,876.0,18.0,2001.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,403.0,False
1110,todd arbogast,university of texas at austin,5988.0,36.0,1987.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1720.0,False
1111,bogdan doytchinov,elizabethtown college,,,1997.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1112,evans harrell,georgia institute of technology,4042.0,33.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,713.0,False
1113,christopher j larsen,worcester polytechnic institute,868.0,13.0,2002.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
1114,anton kapustin,california institute of technology,9099.0,50.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,920.0,False
1115,michael smith,university of california berkeley,,,2010.0,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1116,chris miller,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,734.0,False
1117,percy deift,new york university,12810.0,53.0,1976.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5110.0,False
1118,hamid hezari,university of california irvine,,,2009.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1119,kasun fernando,university of toronto,,,,B Only,man,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,False,,False
1120,william j martin,worcester polytechnic institute,1373.0,18.0,2017.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
1121,mark sapir,vanderbilt university,3108.0,30.0,1983.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1495.0,False
1122,larry cahill,university of california irvine,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
1123,lev deych,queens college of cuny,1869.0,24.0,,B Only,man,highered,domesticother,lessri,,professor,moresecure,other,other ,False,,False
1124,sean lawton,george mason university,347.0,11.0,2006.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1125,alexander lisyansky,queens college of cuny,3365.0,32.0,,B Only,man,highered,domesticother,lessri,,professor,moresecure,other,other ,False,,False
1126,maria lioudyno,university of california irvine,,,,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,other,other ,False,,False
1127,vrege amirkhanian,arkansas tech university,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,False,,False
1128,anna lena horlemann,st gallen,491.0,13.0,,B Only,woman,highered,international,moreri,switzerland,assistant,lesssecure,math,mathstat,False,,False
1129,david hansen,max planck institute for mathematics,,,2013.0,B Only,man,highered,international,moreri,germany,,,math,mathstat,False,,False
1130,ivan blank,kansas state university,150.0,7.0,2000.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,78.0,False
1131,jeff cheeger,courant institute new york university,,,1967.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5725.0,False
1132,pawel gburzynski,university of alberta,,,1982.0,B Only,man,highered,international,moreri,canada,retired,moresecure,comp,other ,False,,False
1133,andrew staats,university of colorado,,,,B Only,man,highered,domesticr1,moreri,,staff,lesssecure,other,other ,False,,False
1134,eleftherios gkioulekas,university of texas rio grande valley,206.0,7.0,2006.0,B Only,man,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,False,,False
1135,john lott,university of california berkeley,5063.0,30.0,1983.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1843.0,False
1136,jon eugster,university of edinburgh,,,,B Only,man,highered,international,moreri,,grad,lesssecure,math,mathstat,False,,False
1137,david duncan,james madison university,,,2001.0,B Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
1138,vadym kurylenko,university of hamburg,,,1996.0,B Only,man,highered,international,moreri,germany,grad,lesssecure,math,mathstat,False,,False
1139,chad w jessup,,,,,B Only,man,,,,,,,,,False,,False
1140,vladimir mandelshtam,university of california irvine,6536.0,41.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
1141,deane yang,new york university,4119.0,31.0,1983.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2272.0,False
1142,richard borcherds,university of california berkeley,4636.0,25.0,1985.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1760.0,yes
1143,sarah dean rasmussen,university of cambridge,,,2009.0,B Only,woman,highered,international,moreri,,ntt,lesssecure,math,mathstat,False,,False
1144,jacob rasmussen,university of cambridge,,,2003.0,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,False,,False
1145,mengyuan zhang,university of california berkeley,,,2018.0,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1146,christophe lecomte,,,,2007.0,B Only,man,,,,,,,,,False,,False
1147,jim simons,simons foundation,,,,B and C,man,nothighered,,,,,,,,False,,False
1148,scott armstrong,courant institute new york university,1476.0,23.0,2009.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,738.0,False
1149,mirela ciperiani,university of texas at austin,91.0,5.0,2006.0,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1150,misha gromov,new york university,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,12356.0,False
1151,alexander yong,university of illinois,1054.0,19.0,2003.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,415.0,False
1152,jonathan novak,university of california san diego,347.0,11.0,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1153,mark rudelson,university of michigan,,,1997.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1094.0,False
1154,nikos tzirakis,university of illinois,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,390.0,False
1155,vasileios chousionis,university of connecticut,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1156,burak erdogan,university of illinois,1005.0,19.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,554.0,False
1157,lou van den dries,university of illinois,,,1978.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,2468.0,False
1158,alex buchel,western university,6467.0,46.0,,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
1159,nahum zobin,college of william and mary,,,1975.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
1160,latham boyle,perimeter institute,,,,B Only,man,highered,international,moreri,canada,,,other,other ,False,,False
1161,scott aaronson,university of texas at austin,7095.0,43.0,2004.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,comp,other ,False,,False
1162,aydin mohseni,university of california irvine,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,other,other ,False,,False
1163,robert bryant,duke university,7570.0,40.0,1979.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2339.0,False
1164,guido mislin,eth zurich,2079.0,22.0,1968.0,B Only,man,highered,international,moreri,switzerland,retired,moresecure,math,mathstat,False,,False
1165,deirdre haskell,mcmaster university,,,1990.0,B Only,woman,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
1166,george hagedorn,virginia tech,2219.0,26.0,1978.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,585.0,False
1167,zoi rapti,university of illinois,600.0,13.0,2005.0,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1168,aaron weiss,merkaz lev academy,,,,B Only,man,,,,,,,,,False,,False
1169,stephen l clark,missouri university of science and technology,,,1987.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
1170,lance littlejohn,baylor university,2525.0,26.0,1981.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
1171,svetoslav zahariev,city university of new york laguardia college,7.0,1.0,1983.0,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1172,todd kapitula,calvin university,2497.0,30.0,1991.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1173,irina yaroshevskaya,yanbor llc,,,,B Only,woman,nothighered,,,,,,,,False,,False
1174,fritz gesztesy,baylor university,11925.0,55.0,1976.0,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,True,,False
1175,martin r bridson,university of oxford,,,1991.0,B and C,man,highered,international,moreri,,professor,moresecure,math,mathstat,True,,False
1176,federico rodriguez hertz,pennsylvania state university,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,392.0,False
1177,margaret a readdy,university of kentucky,709.0,16.0,1993.0,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,274.0,False
1178,michael saks,rutgers university,8191.0,50.0,1980.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1098.0,False
1179,richard ehrenborg,university of kentucky,2128.0,24.0,1993.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,723.0,False
1180,wai yan pong,california state university dominguez hills,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1181,misha lyubich,stony brook university,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1729.0,False
1182,dorina mitrea,baylor university,1300.0,18.0,1996.0,B Only,woman,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
1183,moshe dinowitz,city university of new york,,,,B Only,man,highered,domesticr1,moreri,,,,,,False,,False
1184,peter perry,university of kentucky,2388.0,27.0,1981.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,910.0,False
1185,andrei martinez finkelshtein,baylor university,1961.0,27.0,,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
1186,vyacheslav m abramov,,,,2004.0,B Only,man,,,,,,,,,False,,False
1187,emily norton,tu kaiserslautern,,,2012.0,B Only,woman,highered,international,moreri,germany,,,math,mathstat,False,,False
1188,daria poliakova,university of copenhagen,,,,B Only,woman,highered,international,moreri,denmark,grad,lesssecure,math,mathstat,False,,False
1189,serge ochanine,university of kentucky,,,1978.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,True,,False
1190,zhenghe zhang,university of california riverside,125.0,7.0,2014.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1191,zhongwei shen,university of kentucky,,,1989.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1391.0,False
1192,danny crytser,saint lawrence university,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,False,,False
1193,peter kuchment,texas am university,7851.0,42.0,1973.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2782.0,False
1194,curt wittig,university of southern california,8694.0,53.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
1195,christopher manon,university of kentucky,266.0,10.0,2009.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1196,jonathon peterson,purdue university,248.0,9.0,2008.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1197,pavel etingof,massachusetts institute of technology,11041.0,51.0,1994.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,4522.0,False
1198,michelle lemasurier,hamilton college,,,1998.0,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1199,fedor manin,university of california santa barbara,38.0,4.0,2015.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1200,nicholas nguyen,university of kentucky,,,,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
1201,nicholas castillo,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1202,crichton ogle,ohio state university,,,1984.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,43.0,False
1203,eric katz,ohio state university,643.0,14.0,2004.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1204,dongbin xiu,ohio state university,13349.0,37.0,2004.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1205,ivo terek,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1206,joseph stahl,university of california berkeley,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1207,rodica barbu,ohio state university,,,,B Only,woman,highered,domesticr1,moreri,,staff,lesssecure,math,mathstat,False,,False
1208,sohail farhangi,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1209,paul wedrich,max planck institute for mathematics,117.0,6.0,2015.0,B Only,man,highered,international,moreri,germany,ntt,lesssecure,math,mathstat,False,,False
1210,andrey gogolev,ohio state university,,,2009.0,B Only,man,highered,domesticr1,moreri,,,,math,mathstat,False,,False
1211,matthew osborne,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1212,jason bramburger,university of victoria,34.0,4.0,2017.0,B Only,man,highered,international,moreri,,ntt,lesssecure,math,mathstat,False,,False
1213,yilong zhang,ohio state university,614.0,9.0,2016.0,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1214,dani byrd,university of southern california,6566.0,39.0,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
1215,hanna reisler,university of southern california,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,other,other ,False,,False
1216,ebenezer de oliveira,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1217,ludmil zikatanov,pennsylvania state university,2525.0,25.0,1995.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1126.0,False
1218,john urschel,massachusetts institute of technology,62.0,4.0,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
1219,ian alevy,university of rochester,10.0,2.0,2018.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1220,sujoy mukherjee,ohio state university,,,1974.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1221,inna entova,ben gurion university,93.0,6.0,,B Only,woman,highered,international,moreri,israel,ntt,lesssecure,math,mathstat,False,,False
1222,david anderson,ohio state university,,,2000.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1223,mee seong im,national academy of sciences,49.0,3.0,2014.0,B Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
1224,chao zhang,university of southern california,11890.0,55.0,2013.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,other,other ,False,,False
1225,sergei yakovenko,weizmann institute of science,1493.0,20.0,1981.0,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
1226,blanca ayuso de dios,universita milano bicocca,864.0,15.0,,B Only,woman,highered,international,moreri,italy,associate,moresecure,math,mathstat,False,,False
1227,benedikt pä_ä__tscher,university of vienna,,,,B Only,man,highered,international,moreri,austria,professor,moresecure,math,mathstat,False,,False
1228,ulrike schneider,tu wien,,,2003.0,B Only,woman,highered,international,moreri,austria,associate,moresecure,math,mathstat,False,,False
1229,joseph steinberg,university of toronto,161.0,5.0,,B Only,man,highered,international,moreri,canada,assistant,lesssecure,other,other ,False,,False
1230,moo mele,university of delhi,,,,B Only,,,,,,,,,,False,,False
1231,yuval filmus,technion israel institute of technology,959.0,17.0,2013.0,B Only,man,highered,international,moreri,israel,assistant,lesssecure,comp,other ,False,,False
1232,michael davis,ohio state university,,,1975.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1738.0,False
1233,efstathia bura,tu wien,,,1996.0,B Only,woman,highered,international,moreri,austria,professor,moresecure,math,mathstat,False,,False
1234,monika ludwig,tu wien,2108.0,21.0,1994.0,B Only,woman,highered,international,moreri,austria,professor,moresecure,math,mathstat,True,,False
1235,peter zvengrowski,university of calgary,,,1965.0,B Only,man,highered,international,moreri,canada,retired,moresecure,math,mathstat,False,,False
1236,henri moscovici,ohio state university,3157.0,24.0,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1156.0,False
1237,jean christophe mourrat,new york university,1108.0,21.0,2010.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1238,oleg viro,stony brook university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1285.0,False
1239,dr leonard bruton,university of calgary,4655.0,31.0,,B Only,man,highered,international,moreri,canada,retired,moresecure,comp,other ,False,,False
1240,yuval flicker,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,512.0,False
1241,andrzej derdzinski,ohio state university,,,1976.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,527.0,False
1242,panagiota daskalopoulos,columbia university,,,1992.0,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,613.0,False
1243,daniel shapiro,ohio state university,,,2001.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,253.0,False
1244,genadi levin,hebrew university of jerusalem,,,1983.0,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,False,,False
1245,dennis a hejhal,university of minnesota,,,1999.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,999.0,False
1246,mizan r khan,eastern connecticut state university,284.0,11.0,1990.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1247,you qi,university of virginia,137.0,7.0,2013.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1248,john oprea,cleveland state university,1904.0,16.0,1982.0,B Only,man,highered,domesticr2,lessri,,retired,moresecure,math,mathstat,False,,False
1249,xuancheng shao,university of kentucky,,,2014.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1250,yury neretin,moscow state university,,,,B and C,man,highered,international,moreri,russia,professor,moresecure,math,mathstat,False,,False
1251,john baxter,university of minnesota,,,1969.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,169.0,False
1252,vladimir finkelshtein,university of goettingen,,,,B Only,man,highered,international,moreri,germany,ntt,lesssecure,math,mathstat,False,,False
1253,vladimir drinfeld,university of chicago,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,5027.0,False
1254,stephen smale,university of california berkeley,39807.0,77.0,1957.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,7045.0,yes
1255,nat smale,university of utah,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,56.0,False
1256,igor rivin,temple university,2437.0,24.0,1986.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,668.0,False
1257,neil robertson,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,3421.0,False
1258,alexander barvinok,university of michigan,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1179.0,False
1259,julia kempe,new york university,9644.0,34.0,2001.0,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,comp,other ,False,,False
1260,yuri santos rego,ovg university magdeburg,,,,A Only,man,highered,international,moreri,germany,ntt,lesssecure,math,mathstat,False,,False
1261,derrick wigglesworth,university of arkansas,,,2018.0,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
1262,john r klein,wayne state university,837.0,17.0,1989.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,339.0,False
1263,evgeniy khain,oakland university,813.0,17.0,,B Only,man,highered,domesticr2,lessri,,associate,moresecure,other,other ,False,,False
1264,peter makienko,unam unidad cuernavaca,110.0,6.0,,B Only,man,highered,international,moreri,mexico,professor,moresecure,math,mathstat,False,,False
1265,michael khasin,stinger ghaffarian technologies sgt,,,,B Only,man,nothighered,,,,,,,,False,,False
1266,bo guan,ohio state university,1246.0,20.0,1992.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,686.0,False
1267,oleg kogan,cal poly san luis obispo,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,other,other ,False,,False
1268,andrei okounkov,columbia university,9335.0,48.0,1995.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,3352.0,yes
1269,elham izadi,university of california san diego,,,1991.0,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,106.0,False
1270,robert b burckel,kansas state university,,,1968.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,,False
1271,surjeet rajendran,university of california berkeley,,,2019.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,other,other ,False,,False
1272,carrie diaz eaton,bates college,25.0,3.0,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,comp,other ,False,,False
1273,victor piercey,ferris state university,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1274,chad topaz,williams college,1657.0,16.0,2002.0,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1275,alexander diaz-lopez,villanova university,,,2016.0,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,False,,False
1276,drew lewis,university of south alabama,35.0,3.0,2012.0,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,False,,False
1277,stan yoshinobu,cal poly san luis obispo,,,2000.0,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
1278,spencer bagley,westminster college utah,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
1279,brian p katz,smith college,,,2002.0,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1280,alicia prieto langarica,youngstown state university,,,2012.0,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1281,rachelle decoste,wheaton college ma,,,2004.0,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1282,kenan ince,westminster college utah,,,2016.0,A Only,nonbinary,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
1283,jessica m libertini,virginia military institute,,,2008.0,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1284,dana c ernst,northern arizona university,135.0,6.0,2008.0,A Only,man,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,False,,False
1285,dagan karp,harvey mudd college,,,2005.0,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1286,meredit l greer,bates college,,,2002.0,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1287,michael barany,university of edinburgh,196.0,7.0,,A Only,man,highered,international,moreri,united kingdom,assistant,lesssecure,other,other ,False,,False
1288,adriana salerno,bates college,,,2009.0,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
1289,michael aizenman,princeton university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2740.0,False
1290,noga alon,princeton university,46560.0,99.0,1983.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,11009.0,False
1291,ekaterina amerik,hse university,397.0,12.0,1997.0,C Only,woman,highered,international,moreri,russia,professor,moresecure,math,mathstat,False,,False
1292,nalini anantharaman,cnrs,,,2000.0,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
1293,michael anderson,state university of new york at stony brook,,,1981.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1572.0,False
1294,viviane baladi,cnrs,3158.0,30.0,1989.0,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
1295,iosif bernstein,tel aviv university,2568.0,26.0,1972.0,C Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,True,,False
1296,roman bezrukavnikov,massachusetts institute of technology,2383.0,30.0,1998.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,908.0,False
1297,jean michel bismut,universite paris sud,,,1973.0,C Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,False,,False
1298,fedor bogomolov,new york university,3257.0,28.0,1974.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1034.0,False
1299,alexei borodin,massachusetts institute of technology,,,2001.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,2847.0,False
1300,boris botvinnik,university of oregon,,,1984.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,192.0,False
1301,paul bourgade,new york university,,,2009.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,389.0,False
1302,brian bowditch,university of warwick,,,1988.0,C Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,False,,False
1303,oliver buhler,new york university,1566.0,21.0,1996.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,29.0,False
1304,inna bumagin,carleton university,164.0,7.0,2001.0,C Only,woman,highered,international,moreri,canada,associate,moresecure,math,mathstat,False,,False
1305,dimitri burago,pennsylvania state university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1409.0,False
1306,sylvain cappell,new york university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1007.0,False
1307,mei chu chang,university of california riverside,,,1982.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,599.0,False
1308,sun-yung alice chang,princeton university,,,1974.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,3119.0,False
1309,maria chudnovsky,princeton university,,,2003.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1430.0,False
1310,christopher connell,indiana university,,,1995.0,C Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
1311,alain connes,college de france,,,1973.0,C Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,False,,False
1312,peter constantin,princeton university,17461.0,64.0,1980.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,5846.0,False
1313,kevin corlette,university of chicago,,,1986.0,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,541.0,False
1314,christopher croke,university of pennsylvania,,,1978.0,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,880.0,False
1315,carina curto,the pennsylvania state university,1004.0,14.0,2005.0,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,56.0,False
